order_id,order_date,customer_id,product,category,quantity,price
1922,2026-02-21,3490,Bread,Grocery,1,60531.43
1923,2026-08-06,1271,Laptop,Electronics,5,27372.5
1924,2026-06-15,1047,Rice 5kg,Grocery,3,37484.12
1925,2026-03-27,370,Jacket,Apparel,2,41871.21
1926,2026-04-04,2076,T-Shirt,Apparel,5,34021.84
1927,2026-03-13,1471,Eggs Dozen,Grocery,5,6587.48
1928,2026-05-07,3728,Monitor,Electronics,1,6709.08
1929,2026-04-11,1730,Sneakers,Apparel,5,64636.33
1930,2026-05-20,3236,Laptop,Electronics,5,20782.45
1931,2026-03-23,4931,Laptop,Electronics,2,52481.29
1932,2026-07-14,3236,Sneakers,Apparel,3,49499.02
1933,2026-06-13,1542,Rice 5kg,Grocery,2,10852.36
1934,2026-06-14,4413,Mouse,Electronics,4,51907.43
1935,2026-03-21,1249,Laptop,Electronics,3,61589.21
1936,2026-05-09,4665,Sneakers,Apparel,4,37745.56
1937,2026-02-26,4061,Rice 5kg,Grocery,3,679.55
1938,2026-06-13,3997,Jacket,Apparel,1,39025.35
1939,2026-05-24,3418,Laptop,Electronics,5,1570.62
1940,2026-03-11,1322,Rice 5kg,Grocery,4,49834.6
1941,2026-03-29,2779,Milk 1L,Grocery,4,27540.6
1942,2026-08-12,2952,Sneakers,Apparel,2,70659.71
1943,2026-03-26,1420,Milk 1L,Grocery,5,16616.33
1944,2026-05-01,1923,Mouse,Electronics,5,39400.25
1945,2026-07-16,1432,Headphones,Electronics,1,79940.93
1946,2026-03-01,3985,T-Shirt,Apparel,1,27051.89
1947,2026-05-01,4223,Eggs Dozen,Grocery,3,61561.44
1948,2026-06-28,909,T-Shirt,Apparel,1,74134.24
1949,2026-05-09,864,Headphones,Electronics,5,62583.39
1950,2026-06-18,4145,Laptop,Electronics,2,72883.31
1951,2026-06-24,3598,Rice 5kg,Grocery,2,51785.08
1952,2026-04-20,2180,Rice 5kg,Grocery,2,66793.33
1953,2026-04-19,1870,Bread,Grocery,3,50373.76
1954,2026-04-10,2964,Monitor,Electronics,4,73445.7
1955,2026-03-28,2772,Monitor,Electronics,2,61623.64
1956,2026-07-13,1237,Bread,Grocery,2,34754.08
1957,2026-05-09,2494,T-Shirt,Apparel,5,77814.26
1958,2026-07-29,3310,Jacket,Apparel,3,681.78
1959,2026-04-30,3314,Milk 1L,Grocery,5,49967.56
1960,2026-03-25,1033,Keyboard,Electronics,1,3005.77
1961,2026-07-10,1311,Jacket,Apparel,2,7470.92
1962,2026-07-03,4140,Laptop,Electronics,5,47420.66
1963,2026-05-28,1022,Laptop,Electronics,3,20817.53
1964,2026-05-07,4765,Eggs Dozen,Grocery,5,58961.85
1965,2026-08-12,1147,Jeans,Apparel,3,23971.17
1966,2026-06-20,2960,Sneakers,Apparel,5,59014.11
1967,2026-04-14,1066,Rice 5kg,Grocery,2,56945.65
1968,2026-03-30,3235,Milk 1L,Grocery,4,6291.91
1969,2026-03-09,3416,Bread,Grocery,4,79721.12
1970,2026-06-17,4335,Mouse,Electronics,5,10213.56
1971,2026-04-28,973,Mouse,Electronics,4,37894.78
1972,2026-02-24,3044,Sneakers,Apparel,1,9713.27
1973,2026-06-11,3456,Eggs Dozen,Grocery,3,23553.8
1974,2026-06-09,2857,Keyboard,Electronics,3,17285.74
1975,2026-03-12,3091,Laptop,Electronics,4,38520.06
1976,2026-06-12,2665,Milk 1L,Grocery,2,40405.87
1977,2026-04-18,3630,Headphones,Electronics,5,32799.78
1978,2026-04-27,2531,Jacket,Apparel,1,69282.99
1979,2026-07-14,4672,T-Shirt,Apparel,5,6857.9
1980,2026-04-02,156,Jeans,Apparel,-1,40235.97
1981,2026-03-22,4371,Milk 1L,Grocery,2,66383.76
1982,2026-06-05,1479,Jacket,Apparel,4,47132.0
1983,2026-06-23,1378,Rice 5kg,Grocery,5,25424.73
1984,2026-03-29,1387,Milk 1L,Grocery,2,20481.58
1985,2026-04-25,1168,Headphones,Electronics,3,14557.55
1986,2026-03-23,4891,Eggs Dozen,Grocery,3,30072.28
1987,2026-05-06,2608,Jeans,Apparel,4,40714.27
1988,2026-08-09,2205,Bread,Grocery,1,38759.51
1989,2026-07-17,3654,T-Shirt,Apparel,2,61050.11
1990,2026-08-16,2009,Headphones,Electronics,2,62641.38
1991,2026-06-30,2370,Sneakers,Apparel,-1,36166.77
1992,2026-03-30,3115,Jeans,Apparel,1,4860.99
1993,2026-02-26,573,Milk 1L,Grocery,5,67262.7
1994,2026-03-15,3539,Rice 5kg,Grocery,4,55889.42
1995,2026-03-04,2142,Headphones,Electronics,5,76595.5
1996,2026-03-09,4912,Sneakers,Apparel,3,19711.97
1997,2026-05-01,1422,Rice 5kg,Grocery,-1,51733.14
1998,2026-07-09,254,Bread,Grocery,4,43073.61
1999,2026-08-08,1452,Sneakers,Apparel,1,28271.93
2000,2026-02-24,163,T-Shirt,Apparel,1,37042.27
2001,2026-05-23,1920,Eggs Dozen,Grocery,2,7242.82
2002,2026-04-12,1607,Eggs Dozen,Grocery,1,22496.47
2003,2026-08-13,4635,Sneakers,Apparel,1,69599.8
2004,2026-04-06,1868,Jeans,Apparel,1,47073.76
2005,2026-06-19,2072,Jacket,Apparel,2,67820.99
2006,2026-05-19,2647,Sneakers,Apparel,1,75034.33
2007,2026-03-15,357,Bread,Grocery,3,9781.33
2007,2026-04-08,1595,Jeans,Apparel,1,22270.75
2009,2026-06-02,610,Rice 5kg,Grocery,5,64623.45
2010,2026-07-29,3539,Mouse,Electronics,2,26371.51
2011,2026-07-29,446,Headphones,Electronics,3,67248.58
2012,2026-05-20,4743,Milk 1L,Grocery,1,62071.17
2013,2026-07-18,1045,Laptop,Electronics,1,73341.31
2014,2026-05-04,4582,Monitor,Electronics,1,24152.61
2015,2026-05-28,87,Keyboard,Electronics,4,32164.56
2016,2026-04-12,213,Bread,Grocery,4,63623.42
2017,2026-07-23,1587,Eggs Dozen,Grocery,5,15438.88
2018,2026-04-03,1992,Jeans,Apparel,5,20540.07
2019,2026-06-12,2931,Laptop,Electronics,1,10258.08
2020,2026-05-19,4241,Milk 1L,Grocery,2,37588.42
2021,2026-07-13,2817,Jeans,Apparel,1,19029.12
2022,2026-04-13,3829,Mouse,Electronics,2,62831.84
2023,2026-04-26,859,Jacket,Apparel,5,45309.45
2024,2026-02-28,1747,Rice 5kg,Grocery,-1,17591.5
2025,2026-05-18,56,Monitor,Electronics,3,64591.34
2026,2026-06-19,4798,Rice 5kg,Grocery,1,28663.04
2027,2026-03-01,1428,Rice 5kg,Grocery,1,15969.87
2028,2026-03-26,1125,Milk 1L,Grocery,2,15719.21
2029,2026-05-14,1404,Rice 5kg,Grocery,3,74892.32
2030,2026-06-07,4363,Sneakers,Apparel,1,9523.54
2031,2026-06-24,4812,Eggs Dozen,Grocery,3,47983.96
2032,2026-07-02,1036,Headphones,Electronics,3,63177.54
2033,2026-06-11,1372,Sneakers,Apparel,2,58197.52
2034,2026-04-28,4305,Sneakers,Apparel,5,29972.57
2035,2026-07-18,300,Sneakers,Apparel,4,37926.96
2036,2026-06-17,3090,Mouse,Electronics,2,36193.8
2037,2026-05-27,4251,Jeans,Apparel,3,20399.61
2038,2026-03-19,3544,Milk 1L,Grocery,5,3339.38
2039,2026-07-16,622,Eggs Dozen,Grocery,4,25395.78
2040,2026-05-12,1866,Rice 5kg,Grocery,3,67416.14
2041,2026-04-12,2049,Laptop,Electronics,1,28850.94
2042,2026-06-24,4450,Eggs Dozen,Grocery,2,56466.13
2043,2026-05-12,4751,Rice 5kg,Grocery,3,22583.53
2044,2026-05-27,1865,T-Shirt,Apparel,4,52344.58
2045,2026-02-27,3780,Mouse,Electronics,4,18736.17
2046,2026-02-22,3594,Rice 5kg,Grocery,3,67671.84
2047,2026-05-05,4095,Rice 5kg,Grocery,3,11159.07
2048,2026-08-08,4405,Jacket,Apparel,3,18077.98
2049,2026-08-10,2706,Eggs Dozen,Grocery,5,1908.03
2050,2026-04-06,890,Sneakers,Apparel,4,16376.16
2051,2026-05-01,4943,Bread,Grocery,3,7504.66
2052,2026-07-16,2385,Rice 5kg,Grocery,2,15959.95
2053,2026-07-02,3366,T-Shirt,Apparel,4,4643.38
2054,2026-05-06,1692,Milk 1L,Grocery,1,10374.56
2055,2026-07-31,2543,Mouse,Electronics,3,34604.44
2056,2026-07-29,3652,Jeans,Apparel,5,57355.93
2057,2026-05-29,3770,Monitor,Electronics,5,64614.89
2058,2026-04-09,2437,Rice 5kg,Grocery,1,23068.55
2059,2026-05-28,1503,Milk 1L,Grocery,4,19968.33
2060,2026-07-06,4406,T-Shirt,Apparel,4,55906.65
2061,2026-04-11,3021,Rice 5kg,Grocery,2,72703.48
2062,2026-06-29,4146,Laptop,Electronics,5,61334.8
2063,2026-05-12,3272,Monitor,Electronics,1,5901.98
2064,2026-06-25,3804,Monitor,Electronics,1,908.45
2065,2026-07-15,3857,Bread,Grocery,1,6649.76
2066,2026-05-04,3202,Milk 1L,Grocery,2,67087.74
2067,2026-07-05,283,Laptop,Electronics,1,54206.78
2068,2026-05-08,843,Jeans,Apparel,4,55754.55
2069,2026-06-25,2046,Eggs Dozen,Grocery,-1,4240.6
2070,2026-04-28,1575,Milk 1L,Grocery,2,7356.35
2071,2026-04-24,1369,T-Shirt,Apparel,2,76701.68
2072,2026-08-16,1697,Monitor,Electronics,5,8659.32
2073,2026-05-25,3295,Sneakers,Apparel,4,9708.28
2074,2026-06-19,3023,Jacket,Apparel,1,31165.47
2075,2026-03-23,4393,Laptop,Electronics,2,32917.19
2076,2026-06-23,1089,Jeans,Apparel,3,76724.82
2077,2026-03-07,4793,Milk 1L,Grocery,3,78242.82
2078,2026-03-16,1906,Bread,Grocery,5,51265.33
2079,2026-07-06,491,Headphones,Electronics,1,24742.45
2080,2026-07-31,4900,Keyboard,Electronics,4,23764.35
2081,2026-04-11,3399,Eggs Dozen,Grocery,2,22286.21
2082,2026-07-17,443,Jacket,Apparel,1,18359.35
2083,2026-04-27,50,Jeans,Apparel,2,48664.65
2084,2026-06-14,1029,Monitor,Electronics,1,76295.21
2085,2026-03-26,3492,Mouse,Electronics,5,43930.33
2086,2026-06-07,2484,Sneakers,Apparel,3,13174.5
2087,2026-06-05,3263,Bread,Grocery,2,21785.27
2088,2026-05-20,3949,Milk 1L,Grocery,4,35338.02
2089,2026-04-12,1252,Monitor,Electronics,4,68330.67
2090,2026-04-23,3940,Jeans,Apparel,3,30467.0
2090,2026-02-21,4102,Keyboard,Electronics,2,57203.33
2092,2026-03-15,3147,Jacket,Apparel,4,32394.19
2093,2026-05-27,4634,Eggs Dozen,Grocery,5,5745.19
2094,2026-06-30,4003,Mouse,Electronics,4,76569.9
2095,2026-04-08,283,Jacket,Apparel,1,52089.96
2096,2026-05-10,4933,Rice 5kg,Grocery,2,20943.39
2097,2026-04-25,4802,Jeans,Apparel,1,9382.61
2098,2026-04-18,4102,Headphones,Electronics,2,70086.69
2099,2026-03-22,729,Sneakers,Apparel,5,24672.91
2100,2026-05-12,2524,Headphones,Electronics,3,65147.53
2101,2026-07-03,2363,Mouse,Electronics,4,176.21
2102,2026-05-14,4118,Sneakers,Apparel,2,14153.28
2103,2026-05-08,1572,Monitor,Electronics,5,65158.92
2104,2026-07-12,2402,Bread,Grocery,4,50165.65
2105,2026-03-09,826,Monitor,Electronics,1,22177.14
2106,2026-05-19,794,Laptop,Electronics,-1,60156.31
2107,2026-02-20,3981,Headphones,Electronics,1,30084.48
2108,2026-07-01,1963,Eggs Dozen,Grocery,5,34384.82
2109,2026-03-23,26,Bread,Grocery,4,48884.18
2110,2026-04-24,2037,Bread,Grocery,2,2103.15
2111,2026-06-28,26,Bread,Grocery,5,54910.48
2112,2026-06-12,3640,Jacket,Apparel,1,50720.5
2113,2026-03-10,3901,Headphones,Electronics,4,32043.21
2114,2026-06-05,4685,T-Shirt,Apparel,4,23544.34
2115,2026-07-21,3825,T-Shirt,Apparel,2,39859.11
2116,2026-07-10,733,Monitor,Electronics,1,38599.38
2117,2026-04-24,1806,Monitor,Electronics,1,12860.81
2118,2026-03-24,4031,Jacket,Apparel,4,76122.74
2119,2026-06-20,3089,Keyboard,Electronics,2,74545.81
2120,2026-03-28,2384,Sneakers,Apparel,5,77301.53
2121,2026-06-08,4693,Laptop,Electronics,1,27252.02
2122,2026-07-27,4388,Milk 1L,Grocery,3,
2123,2026-03-13,4258,Monitor,Electronics,4,25605.46
2124,2026-08-15,2432,Jeans,Apparel,1,31655.23
2125,2026-06-25,282,Monitor,Electronics,4,11836.66
2126,2026-03-11,4702,Jacket,Apparel,3,40215.12
2127,2026-07-01,1251,Milk 1L,Grocery,4,23355.03
2128,2026-08-13,3994,Jeans,Apparel,2,56047.57
2129,2026-06-28,4489,Sneakers,Apparel,3,78751.94
2130,2026-06-12,4325,Eggs Dozen,Grocery,4,54248.0
2131,2026-08-10,1073,Jacket,Apparel,3,55725.29
2132,2026-04-15,2385,Rice 5kg,Grocery,3,36629.72
2133,2026-04-09,4716,Mouse,Electronics,2,64358.46
2134,2026-04-13,787,Mouse,Electronics,4,76034.33
2135,2026-03-20,3554,Bread,Grocery,2,75607.8
2136,2026-03-30,1414,Monitor,Electronics,2,2767.73
2137,2026-03-10,3647,Sneakers,Apparel,1,62229.58
2138,2026-02-25,1843,Rice 5kg,Grocery,1,9374.38
2139,2026-03-24,4857,Headphones,Electronics,5,78988.58
2140,2026-05-03,2665,Monitor,Electronics,4,79996.34
2141,2026-07-06,4343,Headphones,Electronics,2,32456.17
2142,2026-04-21,1700,Rice 5kg,Grocery,5,66979.66
2143,2026-07-26,2575,T-Shirt,Apparel,2,
2144,2026-06-20,287,Laptop,Electronics,2,46027.73
2145,2026-05-01,1,Laptop,Electronics,5,23921.3
2146,2026-07-04,3645,Keyboard,Electronics,1,75699.86
2147,2026-04-06,4410,Headphones,Electronics,4,55623.36
2148,2026-04-26,1764,Jeans,Apparel,1,53026.23
2149,2026-06-27,610,Headphones,Electronics,5,17322.4
2150,2026-06-20,2083,Jacket,Apparel,3,30573.5
2151,2026-03-19,1579,Sneakers,Apparel,2,42895.55
2152,2026-07-06,1258,Jacket,Apparel,5,52602.58
2153,2026-07-25,902,Bread,Grocery,4,2121.49
2154,2026-04-15,1199,Sneakers,Apparel,1,26382.13
2155,2026-04-17,1012,Keyboard,Electronics,1,7880.85
2156,2026-04-14,4688,Headphones,Electronics,3,47126.72
2157,2026-03-22,1481,Eggs Dozen,Grocery,5,7970.34
2158,2026-07-18,1036,Bread,Grocery,4,47405.19
2159,2026-03-10,2041,Monitor,Electronics,5,58847.02
2160,2026-02-23,2260,Sneakers,Apparel,4,14689.21
2161,2026-06-20,739,Milk 1L,Grocery,3,50869.04
2162,2026-04-17,2342,T-Shirt,Apparel,1,58409.74
2163,2026-03-04,3930,Sneakers,Apparel,1,76975.2
2163,2026-05-13,3482,Rice 5kg,Grocery,4,1161.33
2165,2026-04-10,4327,Jacket,Apparel,2,79538.04
2166,2026-04-02,1844,T-Shirt,Apparel,5,35919.73
2167,2026-05-31,3106,Laptop,Electronics,3,67160.74
2168,2026-06-22,966,Keyboard,Electronics,1,27069.79
2169,2026-05-13,1782,Eggs Dozen,Grocery,4,23518.93
2169,2026-06-17,3772,Rice 5kg,Grocery,4,71404.89
2171,2026-03-23,73,Eggs Dozen,Grocery,3,8617.77
2172,2026-03-16,3993,Monitor,Electronics,4,15843.68
2173,2026-03-14,1493,Mouse,Electronics,3,18126.31
2174,2026-06-10,3556,Jacket,Apparel,1,79150.07
2175,2026-04-15,2714,Keyboard,Electronics,2,8897.72
2176,2026-04-11,4007,Mouse,Electronics,2,75872.65
2177,2026-06-28,3186,Sneakers,Apparel,2,26024.77
2177,2026-07-15,1938,Laptop,Electronics,1,63427.4
2179,2026-03-29,3981,Keyboard,Electronics,4,78116.26
2180,2026-05-31,943,Monitor,Electronics,2,49428.17
2181,2026-05-08,4116,Milk 1L,Grocery,4,15913.08
2182,2026-08-16,1084,Jeans,Apparel,2,79404.51
2183,2026-06-01,745,Rice 5kg,Grocery,3,79232.38
2184,2026-04-01,3491,Monitor,Electronics,4,42021.45
2185,2026-05-10,2876,Rice 5kg,Grocery,5,34194.47
2186,2026-06-19,2635,Sneakers,Apparel,2,25621.28
2187,2026-07-07,4025,Keyboard,Electronics,4,22448.74
2188,2026-08-12,1068,Eggs Dozen,Grocery,3,8966.71
2189,2026-06-11,2261,Eggs Dozen,Grocery,3,59447.41
2190,2026-05-28,337,Headphones,Electronics,4,7024.13
2191,2026-08-07,2810,Jeans,Apparel,2,56387.57
2192,2026-06-17,2069,Bread,Grocery,2,42707.93
2193,2026-04-30,3433,Jacket,Apparel,3,35906.15
2194,2026-07-28,4639,T-Shirt,Apparel,2,47952.34
2195,2026-08-18,3587,Mouse,Electronics,4,39627.32
2196,2026-05-09,1311,Sneakers,Apparel,5,62360.81
2197,2026-05-23,4302,Jeans,Apparel,5,55752.9
2198,2026-02-22,4371,Eggs Dozen,Grocery,2,23744.28
2199,2026-03-20,423,Keyboard,Electronics,1,51187.25
2200,2026-04-27,3024,Jeans,Apparel,-1,42790.86
2201,2026-08-09,470,Rice 5kg,Grocery,5,21159.85
2202,2026-04-10,4403,T-Shirt,Apparel,3,17581.4
2203,2026-03-25,1689,T-Shirt,Apparel,4,75655.22
2204,2026-05-23,1276,Milk 1L,Grocery,3,21540.04
2205,2026-07-31,1516,Milk 1L,Grocery,4,29522.77
2206,2026-06-19,1335,Mouse,Electronics,5,39266.94
2207,2026-08-13,3298,Monitor,Electronics,5,15068.45
2208,2026-04-02,170,Headphones,Electronics,2,58154.83
2209,2026-05-26,4913,Laptop,Electronics,1,10617.71
2210,2026-03-23,1141,Laptop,Electronics,1,43412.49
2211,2026-08-10,2192,Bread,Grocery,2,24625.43
2212,2026-07-18,3403,T-Shirt,Apparel,1,66002.75
2213,2026-03-15,1851,Laptop,Electronics,2,1968.87
2214,2026-04-29,2309,Sneakers,Apparel,1,39371.05
2215,2026-05-26,356,Rice 5kg,Grocery,5,26731.3
2216,2026-07-29,2471,Jeans,Apparel,2,34318.84
2217,2026-07-07,2175,Jacket,Apparel,3,70038.4
2218,2026-03-14,1211,T-Shirt,Apparel,1,68944.03
2219,2026-06-18,1186,Bread,Grocery,4,65181.25
2220,2026-07-17,3392,Keyboard,Electronics,2,14590.69
2221,2026-07-21,4073,Jacket,Apparel,2,64181.17
2222,2026-07-08,4317,Sneakers,Apparel,5,42920.19
2223,2026-04-14,4575,Jeans,Apparel,-1,18853.69
2224,2026-06-08,1142,Milk 1L,Grocery,1,4813.21
2225,2026-08-16,1727,Bread,Grocery,2,66828.42
2226,2026-04-03,3480,Laptop,Electronics,2,9423.0
2227,2026-05-14,248,Rice 5kg,Grocery,1,53036.65
2228,2026-06-15,1227,Keyboard,Electronics,2,6365.51
2229,2026-05-22,2764,Monitor,Electronics,2,59861.16
2230,2026-08-03,1422,Rice 5kg,Grocery,3,8945.77
2231,2026-04-25,2114,Jeans,Apparel,1,31741.44
2232,2026-07-31,1026,Jacket,Apparel,2,33922.44
2233,2026-07-03,4582,Jeans,Apparel,4,49542.55
2234,2026-06-14,448,T-Shirt,Apparel,4,38219.43
2235,2026-07-07,2749,Bread,Grocery,2,21630.07
2235,2026-08-06,2533,Mouse,Electronics,3,13062.69
2237,2026-07-21,4627,Headphones,Electronics,2,51089.2
2237,2026-06-03,2922,Headphones,Electronics,4,3702.16
2239,2026-06-22,798,Bread,Grocery,5,15630.95
2240,2026-07-31,3131,Bread,Grocery,5,8125.18
2241,2026-08-03,1898,Rice 5kg,Grocery,3,12939.78
2242,2026-08-02,4287,Mouse,Electronics,2,79473.66
2243,2026-07-16,3176,Bread,Grocery,2,27154.71
2244,2026-08-06,798,Mouse,Electronics,5,48569.82
2245,2026-07-16,771,Mouse,Electronics,3,43793.53
2246,2026-06-09,731,Eggs Dozen,Grocery,2,74727.77
2247,2026-07-19,1151,Mouse,Electronics,4,20672.63
2248,2026-05-17,1057,Headphones,Electronics,4,3215.43
2249,2026-08-03,4145,Eggs Dozen,Grocery,5,67594.61
2250,2026-06-07,4595,Eggs Dozen,Grocery,1,49668.07
2251,2026-06-12,3181,Mouse,Electronics,1,23288.31
2252,2026-06-04,704,Rice 5kg,Grocery,3,37296.91
2253,2026-06-22,4951,Laptop,Electronics,4,61468.92
2254,2026-07-07,1193,Milk 1L,Grocery,4,9190.4
2255,2026-05-22,2962,Jeans,Apparel,3,45478.12
2256,2026-07-07,2211,Bread,Grocery,2,4373.5
2257,2026-05-29,3699,Milk 1L,Grocery,1,11381.94
2258,2026-03-04,2433,Milk 1L,Grocery,3,14767.06
2259,2026-04-10,3579,Mouse,Electronics,3,75358.23
2260,2026-05-15,4739,Bread,Grocery,1,44894.63
2261,2026-06-07,2593,Jeans,Apparel,3,53141.83
2262,2026-04-04,3330,Mouse,Electronics,4,74708.86
2263,2026-04-07,4739,Rice 5kg,Grocery,4,75468.73
2264,2026-07-15,4923,Laptop,Electronics,2,59669.32
2265,2026-03-22,3034,Milk 1L,Grocery,3,16820.56
2266,2026-07-10,3736,Rice 5kg,Grocery,3,71737.56
2267,2026-05-22,929,Bread,Grocery,3,28209.29
2268,2026-02-25,2335,Monitor,Electronics,4,29881.06
2269,2026-04-25,718,Sneakers,Apparel,3,56182.31
2270,2026-05-06,4463,Laptop,Electronics,1,49320.02
2271,2026-07-16,1826,Monitor,Electronics,5,46519.62
2272,2026-05-26,3801,Bread,Grocery,1,15685.04
2273,2026-06-10,2167,Bread,Grocery,1,75172.36
2274,2026-07-13,3068,Bread,Grocery,2,382.4
2275,2026-07-28,3207,Jacket,Apparel,3,13674.34
2276,2026-02-27,3199,Headphones,Electronics,4,66292.56
2277,2026-05-12,1035,Jeans,Apparel,4,72338.5
2278,2026-02-21,4530,T-Shirt,Apparel,5,62753.29
2279,2026-08-15,1254,Keyboard,Electronics,2,7505.69
2280,2026-06-24,1070,Headphones,Electronics,5,73651.52
2281,2026-07-24,2010,Eggs Dozen,Grocery,2,19215.76
2282,2026-05-28,4747,Sneakers,Apparel,3,52757.65
2283,2026-06-30,1480,Laptop,Electronics,4,74179.56
2284,2026-07-25,180,Laptop,Electronics,4,67577.66
2285,2026-07-20,2569,Rice 5kg,Grocery,4,76739.41
2286,2026-04-17,4970,Sneakers,Apparel,-1,14425.52
2287,2026-08-18,1298,Laptop,Electronics,3,79499.48
2288,2026-07-07,1249,Jacket,Apparel,1,15467.98
2289,2026-04-24,1037,Keyboard,Electronics,1,71890.86
2290,2026-05-04,3827,Eggs Dozen,Grocery,4,15979.04
2291,2026-03-19,2303,Sneakers,Apparel,4,41036.89
2292,2026-05-26,3997,Rice 5kg,Grocery,5,63462.6
2293,2026-03-22,3138,Bread,Grocery,4,47726.57
2294,2026-07-16,277,Milk 1L,Grocery,5,28265.59
2295,2026-06-05,4346,Jacket,Apparel,5,32814.17
2296,2026-06-10,2010,Bread,Grocery,1,9216.26
2297,2026-08-10,90,Mouse,Electronics,3,29788.54
2298,2026-04-03,3159,Jacket,Apparel,2,37256.86
2299,2026-07-12,613,Milk 1L,Grocery,5,17436.2
2300,2026-04-15,4085,Sneakers,Apparel,4,25456.77
2301,2026-05-19,1937,Keyboard,Electronics,4,9584.76
2301,2026-04-30,3783,T-Shirt,Apparel,3,1476.01
2303,2026-07-13,134,Milk 1L,Grocery,4,3008.81
2304,2026-03-16,2833,Monitor,Electronics,1,66396.52
2305,2026-04-09,3724,Rice 5kg,Grocery,5,61980.34
2306,2026-03-06,1137,Rice 5kg,Grocery,3,75019.42
2307,2026-05-30,4404,Keyboard,Electronics,4,18145.98
2308,2026-03-23,2161,Laptop,Electronics,3,70671.38
2309,2026-04-11,2616,Bread,Grocery,3,55908.25
2310,2026-06-03,3916,Headphones,Electronics,4,50970.45
2311,2026-04-22,2427,Sneakers,Apparel,3,25786.81
2312,2026-06-25,1687,T-Shirt,Apparel,3,44703.29
2313,2026-07-31,3155,T-Shirt,Apparel,1,77742.63
2314,2026-05-28,2568,Monitor,Electronics,1,27268.99
2315,2026-07-09,3159,Bread,Grocery,2,67832.17
2316,2026-03-23,4729,Milk 1L,Grocery,4,15076.88
2317,2026-06-22,3776,T-Shirt,Apparel,2,36903.28
2318,2026-07-02,4509,Keyboard,Electronics,1,38125.42
2319,2026-07-08,3616,Keyboard,Electronics,4,17004.68
2320,2026-06-09,1552,Eggs Dozen,Grocery,1,3978.3
2321,2026-08-15,409,Milk 1L,Grocery,5,22110.26
2322,2026-03-22,540,Jeans,Apparel,1,17605.4
2323,2026-04-20,830,T-Shirt,Apparel,3,18155.88
2324,2026-05-23,4885,Keyboard,Electronics,4,16496.14
2325,2026-05-21,1955,Rice 5kg,Grocery,1,14847.05
2326,2026-03-26,3888,Keyboard,Electronics,1,13373.3
2327,2026-08-14,80,Eggs Dozen,Grocery,1,14242.33
2328,2026-07-18,143,Jacket,Apparel,4,46673.55
2329,2026-08-15,2496,Jacket,Apparel,2,42045.27
2330,2026-08-06,2077,Jacket,Apparel,4,39278.41
2331,2026-03-25,4881,Bread,Grocery,1,66228.57
2332,2026-02-24,1805,Rice 5kg,Grocery,3,54878.44
2333,2026-06-21,2945,Jeans,Apparel,3,39851.69
2334,2026-07-10,4464,Laptop,Electronics,2,73655.75
2335,2026-03-18,2264,Milk 1L,Grocery,3,72830.67
2336,2026-06-07,3728,Milk 1L,Grocery,1,46382.37
2337,2026-07-12,1231,Jacket,Apparel,-1,8859.74
2338,2026-04-17,2415,Jacket,Apparel,5,44673.36
2339,2026-07-18,42,Monitor,Electronics,1,17425.16
2340,2026-06-03,4113,Eggs Dozen,Grocery,1,4039.67
2341,2026-07-08,662,Jeans,Apparel,1,57070.11
2342,2026-06-07,3462,Milk 1L,Grocery,1,37880.56
2343,2026-06-30,2642,Rice 5kg,Grocery,3,73619.52
2344,2026-04-24,2436,Jeans,Apparel,2,20039.13
2345,2026-04-26,4314,Sneakers,Apparel,5,14710.61
2346,2026-07-20,3445,Eggs Dozen,Grocery,5,74793.64
2347,2026-03-04,1152,Bread,Grocery,1,73009.04
2348,2026-05-28,2404,Jacket,Apparel,2,46446.78
2349,2026-04-29,3771,Monitor,Electronics,-1,32265.22
2350,2026-06-15,2381,Laptop,Electronics,1,21650.48
2351,2026-06-12,435,Sneakers,Apparel,3,69151.91
2352,2026-03-04,1268,Jeans,Apparel,5,11574.94
2353,2026-06-25,1254,Eggs Dozen,Grocery,1,64459.07
2354,2026-03-03,3636,T-Shirt,Apparel,5,7794.25
2355,2026-06-02,4479,Rice 5kg,Grocery,1,24028.9
2356,2026-04-08,1972,Bread,Grocery,5,9899.56
2357,2026-02-25,4824,Headphones,Electronics,5,16068.07
2358,2026-05-08,3481,Eggs Dozen,Grocery,3,31325.58
2359,2026-07-16,3642,Laptop,Electronics,3,36593.73
2360,2026-05-04,2931,Keyboard,Electronics,2,37459.17
2361,2026-06-13,1241,Jeans,Apparel,3,72208.91
2362,2026-08-18,2482,Eggs Dozen,Grocery,4,57228.83
2363,2026-06-10,4154,Rice 5kg,Grocery,4,30152.99
2364,2026-08-12,3308,Jacket,Apparel,2,55836.61
2365,2026-05-19,3903,Laptop,Electronics,1,68169.89
2366,2026-02-24,3442,Milk 1L,Grocery,2,8479.27
2367,2026-04-20,3067,Laptop,Electronics,5,20076.18
2368,2026-06-05,4701,T-Shirt,Apparel,2,25726.68
2369,2026-05-11,1328,Jeans,Apparel,2,20236.97
2370,2026-04-28,1152,Milk 1L,Grocery,1,46589.53
2371,2026-06-13,4327,Keyboard,Electronics,4,45485.19
2372,2026-05-01,4577,Milk 1L,Grocery,2,45651.09
2373,2026-03-31,4238,Laptop,Electronics,4,34229.56
2374,2026-04-10,2375,Rice 5kg,Grocery,1,39922.04
